movieId,title,genres
315,"specialist, the (1994)",Action|Drama|Thriller
316,stargate (1994),Action|Adventure|Sci-Fi
317,"santa clause, the (1994)",Comedy|Drama|Fantasy
318,"shawshank redemption, the (1994)",Crime|Drama
319,shallow grave (1994),Comedy|Drama|Thriller
320,suture (1993),Film-Noir|Thriller
321,strawberry and chocolate (fresa y chocolate) (1993),Drama
322,swimming with sharks (1995),Comedy|Drama
324,"sum of us, the (1994)",Comedy|Drama
325,national lampoon's senior trip (1995),Comedy
326,to live (huozhe) (1994),Drama
327,tank girl (1995),Action|Comedy|Sci-Fi
328,tales from the crypt presents: demon knight (1995),Horror|Thriller
329,star trek: generations (1994),Adventure|Drama|Sci-Fi
330,tales from the hood (1995),Action|Crime|Horror
331,tom & viv (1994),Drama
332,village of the damned (1995),Horror|Sci-Fi
333,tommy boy (1995),Comedy
334,vanya on 42nd street (1994),Drama
335,underneath (1995),Mystery|Thriller
336,"walking dead, the (1995)",Drama|War
337,what's eating gilbert grape (1993),Drama
338,virtuosity (1995),Action|Sci-Fi|Thriller
339,while you were sleeping (1995),Comedy|Romance
340,"war, the (1994)",Adventure|Drama|War
341,double happiness (1994),Drama
342,muriel's wedding (1994),Comedy
343,"baby-sitters club, the (1995)",Children
344,ace ventura: pet detective (1994),Comedy
345,"adventures of priscilla, queen of the desert, the (1994)",Comedy|Drama
346,backbeat (1993),Drama|Musical
347,bitter moon (1992),Drama|Film-Noir|Romance
348,bullets over broadway (1994),Comedy
349,clear and present danger (1994),Action|Crime|Drama|Thriller
350,"client, the (1994)",Drama|Mystery|Thriller
351,"corrina, corrina (1994)",Comedy|Drama|Romance
352,crooklyn (1994),Comedy|Drama
353,"crow, the (1994)",Action|Crime|Fantasy|Thriller
354,cobb (1994),Drama
355,"flintstones, the (1994)",Children|Comedy|Fantasy
356,forrest gump (1994),Comedy|Drama|Romance|War
357,four weddings and a funeral (1994),Comedy|Romance
358,higher learning (1995),Drama
359,i like it like that (1994),Comedy|Drama|Romance
360,i love trouble (1994),Action|Comedy
361,it could happen to you (1994),Comedy|Drama|Romance
362,"jungle book, the (1994)",Adventure|Children|Romance
363,"wonderful, horrible life of leni riefenstahl, the (macht der bilder: leni riefenstahl, die) (1993)",Documentary
364,"lion king, the (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
365,little buddha (1993),Drama
366,"wes craven's new nightmare (nightmare on elm street part 7: freddy's finale, a) (1994)",Drama|Horror|Mystery|Thriller
367,"mask, the (1994)",Action|Comedy|Crime|Fantasy
368,maverick (1994),Adventure|Comedy|Western
369,mrs. parker and the vicious circle (1994),Drama
370,naked gun 33 1/3: the final insult (1994),Action|Comedy
371,"paper, the (1994)",Comedy|Drama
372,reality bites (1994),Comedy|Drama|Romance
373,red rock west (1992),Thriller
374,richie rich (1994),Children|Comedy
375,safe passage (1994),Drama
376,"river wild, the (1994)",Action|Thriller
377,speed (1994),Action|Romance|Thriller
378,speechless (1994),Comedy|Romance
379,timecop (1994),Action|Sci-Fi|Thriller
380,true lies (1994),Action|Adventure|Comedy|Romance|Thriller
381,when a man loves a woman (1994),Drama|Romance
382,wolf (1994),Drama|Horror|Romance|Thriller
383,wyatt earp (1994),Western
384,bad company (1995),Action|Crime|Drama
385,"man of no importance, a (1994)",Drama
386,s.f.w. (1994),Drama
387,"low down dirty shame, a (1994)",Action|Comedy
388,boys life (1995),Drama
389,"colonel chabert, le (1994)",Drama|Romance|War
390,faster pussycat! kill! kill! (1965),Action|Crime|Drama
391,jason's lyric (1994),Crime|Drama
392,"secret adventures of tom thumb, the (1993)",Adventure|Animation
393,street fighter (1994),Action|Adventure|Fantasy
394,coldblooded (1995),Comedy
395,desert winds (1995),Drama|Fantasy|Romance
396,fall time (1995),Drama
397,"fear, the (1995)",Horror
398,frank and ollie (1995),Documentary
399,girl in the cadillac (1995),Drama
400,homage (1995),Drama
401,mirage (1995),Action|Thriller
402,open season (1996),Comedy
403,two crimes (dos cr„≠menes) (1995),Comedy|Crime|Drama
404,brother minister: the assassination of malcolm x (1994),Documentary
405,highlander iii: the sorcerer (a.k.a. highlander: the final dimension) (1994),Action|Fantasy
406,federal hill (1994),Drama
407,in the mouth of madness (1995),Horror|Thriller
408,8 seconds (1994),Drama
409,above the rim (1994),Crime|Drama
410,addams family values (1993),Children|Comedy|Fantasy
411,martin lawrence: you so crazy (1994),Comedy|Documentary
412,"age of innocence, the (1993)",Drama
413,airheads (1994),Comedy
414,"air up there, the (1994)",Comedy
415,another stakeout (1993),Comedy|Thriller
416,bad girls (1994),Western
417,barcelona (1994),Comedy|Romance
418,being human (1993),Drama
419,"beverly hillbillies, the (1993)",Comedy
420,beverly hills cop iii (1994),Action|Comedy|Crime|Thriller
421,black beauty (1994),Adventure|Children|Drama
422,blink (1994),Thriller
423,blown away (1994),Action|Thriller
424,blue chips (1994),Drama
425,blue sky (1994),Drama|Romance
426,body snatchers (1993),Horror|Sci-Fi|Thriller
427,boxing helena (1993),Drama|Mystery|Romance|Thriller
428,"bronx tale, a (1993)",Drama
429,cabin boy (1994),Comedy
430,calendar girl (1993),Comedy|Drama
431,carlito's way (1993),Crime|Drama
432,city slickers ii: the legend of curly's gold (1994),Adventure|Comedy|Western
433,clean slate (1994),Comedy
434,cliffhanger (1993),Action|Adventure|Thriller
435,coneheads (1993),Comedy|Sci-Fi
436,color of night (1994),Drama|Thriller
437,cops and robbersons (1994),Comedy
438,"cowboy way, the (1994)",Action|Comedy|Drama
439,dangerous game (1993),Drama
440,dave (1993),Comedy|Romance
441,dazed and confused (1993),Comedy
442,demolition man (1993),Action|Adventure|Sci-Fi
443,"endless summer 2, the (1994)",Adventure|Documentary
444,even cowgirls get the blues (1993),Comedy|Romance
445,fatal instinct (1993),Comedy
446,farewell my concubine (ba wang bie ji) (1993),Drama|Romance
447,"favor, the (1994)",Comedy|Romance
448,fearless (1993),Drama
449,fear of a black hat (1994),Comedy
450,with honors (1994),Comedy|Drama
451,flesh and bone (1993),Drama|Mystery|Romance
452,widows' peak (1994),Drama
453,for love or money (1993),Comedy|Romance
454,"firm, the (1993)",Drama|Thriller
455,free willy (1993),Adventure|Children|Drama
456,fresh (1994),Crime|Drama|Thriller
457,"fugitive, the (1993)",Thriller
458,geronimo: an american legend (1993),Drama|Western
459,"getaway, the (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
460,getting even with dad (1994),Comedy
461,go fish (1994),Drama|Romance
462,"good man in africa, a (1994)",Action|Adventure
463,guilty as sin (1993),Crime|Drama|Thriller
464,hard target (1993),Action|Adventure|Crime|Thriller
465,heaven & earth (1993),Action|Drama|War
466,hot shots! part deux (1993),Action|Comedy|War
467,live nude girls (1995),Comedy
468,"englishman who went up a hill but came down a mountain, the (1995)",Comedy|Romance
469,"house of the spirits, the (1993)",Drama|Romance
470,house party 3 (1994),Comedy
471,"hudsucker proxy, the (1994)",Comedy
472,i'll do anything (1994),Comedy|Drama
473,in the army now (1994),Comedy|War
474,in the line of fire (1993),Action|Thriller
475,in the name of the father (1993),Drama
476,"inkwell, the (1994)",Comedy|Drama
477,what's love got to do with it? (1993),Drama|Musical
478,jimmy hollywood (1994),Comedy|Crime|Drama
479,judgment night (1993),Action|Crime|Thriller
480,jurassic park (1993),Action|Adventure|Sci-Fi|Thriller
481,kalifornia (1993),Drama|Thriller
482,killing zoe (1994),Crime|Drama|Thriller
483,king of the hill (1993),Drama
484,lassie (1994),Adventure|Children
485,last action hero (1993),Action|Adventure|Comedy|Fantasy
486,life with mikey (1993),Comedy
487,lightning jack (1994),Comedy|Western
488,m. butterfly (1993),Drama|Romance
489,made in america (1993),Comedy
490,malice (1993),Thriller
491,"man without a face, the (1993)",Drama
492,manhattan murder mystery (1993),Comedy|Mystery
493,menace ii society (1993),Action|Crime|Drama
494,executive decision (1996),Action|Adventure|Thriller
495,in the realm of the senses (ai no corrida) (1976),Drama
496,what happened was... (1994),Comedy|Drama|Romance|Thriller
497,much ado about nothing (1993),Comedy|Romance
498,mr. jones (1993),Drama|Romance
499,mr. wonderful (1993),Comedy|Romance
500,mrs. doubtfire (1993),Comedy|Drama
501,naked (1993),Drama
502,"next karate kid, the (1994)",Action|Children|Romance
503,"new age, the (1994)",Drama
504,no escape (1994),Action|Drama|Sci-Fi
505,north (1994),Comedy
506,orlando (1992),Drama|Fantasy|Romance
507,"perfect world, a (1993)",Crime|Drama|Thriller
508,philadelphia (1993),Drama
509,"piano, the (1993)",Drama|Romance
510,poetic justice (1993),Drama
511,"program, the (1993)",Action|Drama
512,"puppet masters, the (1994)",Horror|Sci-Fi
513,radioland murders (1994),Comedy|Mystery|Romance
514,"ref, the (1994)",Comedy
515,"remains of the day, the (1993)",Drama|Romance
516,renaissance man (1994),Comedy|Drama
517,rising sun (1993),Action|Drama|Mystery
518,"road to wellville, the (1994)",Comedy
519,robocop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
520,robin hood: men in tights (1993),Comedy
521,romeo is bleeding (1993),Crime|Thriller
522,romper stomper (1992),Action|Drama
523,ruby in paradise (1993),Drama
524,rudy (1993),Drama
525,"saint of fort washington, the (1993)",Drama
526,"savage nights (nuits fauves, les) (1992)",Drama
527,schindler's list (1993),Drama|War
528,"scout, the (1994)",Comedy|Drama
529,searching for bobby fischer (1993),Drama
530,second best (1994),Drama
531,"secret garden, the (1993)",Children|Drama
532,serial mom (1994),Comedy|Crime|Horror
533,"shadow, the (1994)",Action|Adventure|Fantasy|Mystery
534,shadowlands (1993),Drama|Romance
535,short cuts (1993),Drama
536,"simple twist of fate, a (1994)",Drama
537,sirens (1994),Drama
538,six degrees of separation (1993),Drama
539,sleepless in seattle (1993),Comedy|Drama|Romance
540,sliver (1993),Thriller
541,blade runner (1982),Action|Sci-Fi|Thriller
542,son in law (1993),Comedy|Drama|Romance
543,so i married an axe murderer (1993),Comedy|Romance|Thriller
544,striking distance (1993),Action|Crime
545,harem (1985),Drama
546,super mario bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,surviving the game (1994),Action|Adventure|Thriller
548,terminal velocity (1994),Action|Mystery|Thriller
549,thirty-two short films about glenn gould (1993),Drama|Musical
550,threesome (1994),Comedy|Romance
551,"nightmare before christmas, the (1993)",Animation|Children|Fantasy|Musical
552,"three musketeers, the (1993)",Action|Adventure|Comedy|Romance
553,tombstone (1993),Action|Drama|Western
554,trial by jury (1994),Crime|Drama|Thriller
555,true romance (1993),Crime|Thriller
556,"war room, the (1993)",Documentary
558,"pagemaster, the (1994)",Action|Adventure|Animation|Children|Fantasy
559,"paris, france (1993)",Comedy
560,"beans of egypt, maine, the (1994)",Drama
561,killer (bulletproof heart) (1994),Drama|Thriller
562,welcome to the dollhouse (1995),Comedy|Drama
563,germinal (1993),Drama|Romance
564,chasers (1994),Comedy
565,cronos (1993),Drama|Horror
566,naked in new york (1994),Comedy|Romance
567,kika (1993),Comedy|Drama
568,bhaji on the beach (1993),Comedy|Drama
569,little big league (1994),Comedy|Drama
570,"slingshot, the (k„•disbellan) (1993)",Comedy|Drama
571,"wedding gift, the (1994)",Drama|Romance
572,foreign student (1994),Drama
573,"ciao, professore! (io speriamo che me la cavo) (1992)",Drama
574,spanking the monkey (1994),Comedy|Drama
575,"little rascals, the (1994)",Children|Comedy
576,fausto (1993),Comedy
577,andre (1994),Adventure|Children|Drama
579,"escort, the (scorta, la) (1993)",Crime|Thriller
580,princess caraboo (1994),Drama
581,"celluloid closet, the (1995)",Documentary
582,m„©tisse (caf„© au lait) (1993),Comedy|Drama
583,dear diary (caro diario) (1994),Comedy|Drama
584,i don't want to talk about it (de eso no se habla) (1993),Drama|Romance
585,"brady bunch movie, the (1995)",Comedy
586,home alone (1990),Children|Comedy
587,ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
588,aladdin (1992),Adventure|Animation|Children|Comedy|Musical
589,terminator 2: judgment day (1991),Action|Sci-Fi
590,dances with wolves (1990),Adventure|Drama|Western
591,tough and deadly (1995),Action|Drama|Thriller
592,batman (1989),Action|Crime|Thriller
593,"silence of the lambs, the (1991)",Crime|Horror|Thriller
594,snow white and the seven dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
595,beauty and the beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
596,pinocchio (1940),Animation|Children|Fantasy|Musical
597,pretty woman (1990),Comedy|Romance
598,window to paris (okno v parizh) (1994),Comedy|Fantasy
599,"wild bunch, the (1969)",Adventure|Western
600,love and a .45 (1994),Action|Comedy|Crime
601,"wooden man's bride, the (yan shen) (1994)",Drama
602,"great day in harlem, a (1994)",Documentary
603,"bye bye, love (1995)",Comedy
604,criminals (1996),Documentary
605,one fine day (1996),Drama|Romance
606,candyman: farewell to the flesh (1995),Fantasy|Horror
607,century (1993),Drama
608,fargo (1996),Comedy|Crime|Drama|Thriller
609,homeward bound ii: lost in san francisco (1996),Adventure|Children
610,heavy metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
611,hellraiser: bloodline (1996),Action|Horror|Sci-Fi
612,"pallbearer, the (1996)",Comedy
613,jane eyre (1996),Drama|Romance
614,loaded (1994),Drama|Thriller
615,bread and chocolate (pane e cioccolata) (1973),Comedy|Drama
616,"aristocats, the (1970)",Animation|Children
617,"flower of my secret, the (la flor de mi secreto) (1995)",Comedy|Drama
618,two much (1995),Comedy|Romance
619,ed (1996),Comedy
620,scream of stone (cerro torre: schrei aus stein) (1991),Drama
621,my favorite season (1993),Drama
623,"modern affair, a (1995)",Romance
624,condition red (beyond the law) (1995),Action|Drama|Thriller
625,asfour stah (1990),Drama
626,"thin line between love and hate, a (1996)",Comedy
627,"last supper, the (1995)",Drama|Thriller
628,primal fear (1996),Crime|Drama|Mystery|Thriller
629,rude (1995),Drama
630,carried away (1996),Drama|Romance
631,all dogs go to heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
632,land and freedom (tierra y libertad) (1995),Drama|War
633,denise calls up (1995),Comedy
634,theodore rex (1995),Comedy
635,"family thing, a (1996)",Comedy|Drama
